tweet_text,cyberbullying_type
jack morphed into one of my high school bullies,age
"I feel like the American school system has this really........intense? culture?? community?? idk?? In a way?? I mean shit man, I just watched a court video and this girl said she was bullied in high school cos she wore the same clothes as middle school on the first day????????",age
Mandys tripping out that her dad and I have known eachother for 15 years. Wait until she finds out that he was my middle school bully,age
"This all makes sense. It was the ""mid-tier"" girls in high school that bullied me the most. The truly popular girls were always nice, though... dismissive. I wasn't worth their time to hang out with, or pick on either.",age
"Waking at 7am, stupid teachers, bullies, junk food, government propaganda. School is hell. Shut it down forever.",age
(Tw: suicide) It’s a tie between one teacher attempting to m*rder another teacher because she was in love with her or one of the cafe workers on campus getting outed as a felon who bullied a girl to suicide during high school and still getting hired at a women’s college,age
the girls that bullied you in high school have depression now so who’s the real winner,age
Na mate I meant that about someone told this girl who bullied me in high school that I tweeted about her lol,age
joey king did a whole ass presentation at my school about how she suffers from mental health issues and sees all the mean stuff people say about her but y'all continue to bully her because you're insecure and can't stand seeing a successful woman,age
"The same girls who share all these “be kind” quotes bs are the same damn ones who bullied,judged,and talked shit about other people in high school fuck outta here",age
"Hey Luca, my school days were like this but its not forever and I found amazing friends when I left school. I even confronted some bullies at a reunion and they didnt even realise how they made me feel at that time. I realised I was always better than them as a person x",age
i like the mean 20something girls bc i know they were bullied in high school too. thus i stand in solidarity of cunty girls everywhere,age
"Starting at a new school mid-year wasn’t Alex’s idea. With no friends and a bully teasing him for being gay, life can’t can’t get worse. But, when his outlandish teacher assigns him a dragon as a pen pal it may start an adventure that can turn Alex’s life around. #SFFpit #MG #FA",age
I had a friend from Noble Park High who got into Melb Uni in the 90s. She was bullied by one group of girls because she wasn’t from a private school. They couldn’t understand how such a person could get into Melb Uni.,age
Bullied in 3rd grade on the walk home every day. Then I got an aluminum bat. Hard for bullies to explain 2 broken ribs and an arm without revealing their heinous acts. He swithched schools after. Already 2 grades behind I imagine he grew up to be homeless.,age
"but i try to keep in touch w my old friends from new york (i moved before high school began), which is only like him &amp; 2 other girls cause i was bullied a shit ton in middle school, so keeping in touch w old friends isn’t that difficult cause i had like none lmfao",age
Most of my entire school life from k-8th grade. Still some in my 9th-12th grade but since my high school actually had teachers who actually cracked down on bullies and punished them my life became so much easier and stress free. Also the guy who bullied me the most is in prison.,age
Tb to when i bullied this girl in high school for having eyebrows that looked drawn on w sharpie and this queen took my man ..... good times,age
"Oh god one of those people that try to sell weight loss products that don’t work private messaged me. Girl, you bullied me in high school, fuck off",age
LMAO I REALLY DO EXPOSING MYSELF ALL THE BULLIES IN HIGH SCHOOL WAS WORTH I GUESS HAHAHAHA,age
"@jessiejofficial I was bullied at school too! I wrote a song, just like you did! Really helped to get it out! Shame mine won't get heard :-(",age
"i was bullied in middle school and caused my binge eating; my father discovered about how much i was eating and got really mad at me. i felt horrible and started restricting, also at first year in high school i liked a girl that didn't felt the same but i just wanted to be+",age
can you be so sure? i used to get in fights with my bullies in school. i'd beat YOU up instead &gt;:(,age
"#justreleased #arcreview givemebookspr . . Devious little liars - Elle Thorpe @ellethorpebooks . . Omg this high school bully romance rocked my world From beginning to the end I was hooked, amazed and just… https://www.instagram.com/p/CDOP6K6F0uN/?igshid=lyv7x3qbfo3m",age
"D FRSC Officers exhibited high handedness,unprofessionalism on duty,bullied d girl,destructn of private property her(tyre)destructn of govt. property(plate no) Dey deserves capital punishmnt n public apology 2 dgirl. Approachin citizens witou proactiv measure is als an endangermt",age
nice mask shaming...i would bet you were also a bully in school...,age
Being a white girl who is surrounded by people mainly of ethnic origin. This is not true. I was bullied in high school and my race was continuously used against me. What happened was disgusting but let’s not use this as an excuse to be racist to white people who are innocent,age
If a kid is in school and the bully picks on that kid some of the other kids would rather join in and pick on that kid too instead of getting bullied by the bully. #Monday,age
Dental hygenisits were part of the mean cool girl group in high school except they got subtly bullied in private by the girls who became nurses,age
"A girl in high school came in with a skirt that was deemed to short, I stood on the side of theirs nothing wrong with it, it’s the same as boys wearing shorts, I was then bullied for not being a proper boy and not sexuallising her or cat calling because that’s the norm apparently",age
i bullied this girl in high school my 2nd senior year just because my ex friend told me some things about her.... a couple months ago i stopped being friends with that girl and decided to text the girl i bullied and told her i needed jesus in my life.,age
I kind of stopped watching anime and being as into gaming years ago bc I didn’t want to be one of the only Asian/Japanese kids at my school AND be a weeb ya know but this quarantine I’ve really rediscovered the anime nerd/gamer side of me and it’s sooooo fun bully me idc &lt;3,age
Laughable that the same girls who bullied fuck outta me in high school are the one sharing #bekind posts lmaooooo look in the mirror x,age
the bullies deserve the blame for that families grief by pushing alec to shoot up his school.,age
high school bullies.,age
"acting mature at 13 years old in high school, doing what they do. i was bullied because of my physical apperance in high school. I was bullied because there were times i’d be talking like a girl and my voice was not deep. I WAS BULLIED FOR BEING ME. and im still traumatized.",age
because who else is gonna bully me..... also youre like one of the only people from school i still talk to regularly,age
Nuggeting the schoolbag thing? If so dw you weren’t a bully By boarding school standards you tame asf,age
School bully I bet,age
maybe today i finally won’t be scared of the 15 year old girls that definitely would have bullied me if we were in high school together when they come up to my cash,age
Pretty much all the girls who bullied me in middle and high school came out as lesbian or bisexual so it’s safe to say they probably had crushes on me which led to them to bully me and resent me bc they had internalized homophobia at that time,age
all you bullies that was rude to me in school,age
For once a doxxing bully has been struck back. Washington Post settles Nicholas Sandmann defamation lawsuit in Covington Catholic High School controversy,age
"You can try to coach the old school far left bullet head socialist bully out of a militant, far left NDP lifer but the mask slips occasionally or comes off entirely.",age
"There’s a reason the Electoral College is the system, otherwise the bully is in charge of the school bus. Remember this - some day it may be YOUR voice that others would like to silence.",age
Mom brutally attacked by teen girls outside CA high school; confrontation over bullied daughter https://abc13.com/5833801/?ex_cid=TA_KTRK_FB&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=facebook,age
"@Lucha_Deer Oh wow, I managed to bully a man 8 years older than me. SCORE ;) Now bring me Wine Gums, Jeeves! xx",age
It's also fully the same with this whole people calling themselves Goths now when they'd bully the actual goths in school. People who wear ket earrings defo look down at those with addictions etc,age
"i would also like to add on a daily basis in my school (me and amber go different schools) these chavs are bullies, they personally made my life hell for a year but i got over it by calling them “chavs” so if i or anyone wants to use to word “chav” it is fucking validated.",age
I would like to assure you I was not a girl who bullied people in high school.,age
nah it's fine depens on the bully person i made 5 bullies of mine trough my school life my friends 2 of them i still talk to them daily. the thing is i like kept tanking punches without showing anything like emotions so eventually somehow we started habging out,age
"Tell that to the Harley Davidson workers who lost jobs bc of your bullish approach to Chinese imports. I agree on being tough w China but your way of doing it hurts us almost more than them. Think smarter, more strategic, being the bully in grade school approach doesn’t work",age
"I’m a big fan of that Marines recruitment commercial where this young girl goes from stopping bullies at school to becoming one of the world’s biggest bullies. Shows you that you can be whatever you want to, despite what you were like in school",age
just found out i’m on the close friends story on insta for the girl who bullied me in high school...,age
You mean after the spike in rape cases from the first day of the takeover? This is just like if all the teachers and staff were locked out of a school and the bullies took it over leaving the majority of the students in fear.,age
"I heard on Pod Save Am abt a guy who grew up w Barr, same town in Texas, school, colleges. Describes him as a bully and a racist. There'd be a story of cops clashing w crowds, he'd say ""I'd like to get in there and break some bones"". Bullied him for wearing a civil rights button.",age
bitches will bully you in middle school and then go caption their instagram posts with ariana grande lyrics,age
"TAUNT HER, a dark, bully high school romance by Caitlyn Dare is NOW AVAILABLE!! FREE in Kindle Unlimited! Amazon US: https://amzn.to/32VKE7F",age
One of the girls that bullied me in high school keeps coming up on Tinder every few weeks with a new profile and I keep reporting her as spam,age
all the girls i knew in school who were like that.. got bullied and tried to distance themselves from their bullies. same with me,age
"If I tell others that I'm pretty and bully others like high school popular girls, it'll make me better right? Um no, hun. Bullying just makes you a scuzzball. Treat others how you wanna be treated.(sorry I've been watch this POG champ post for a while, what a human turd.)",age
"13yo Cassie hates the birthmark on her face, until she finds out it’s proof of her destiny as a Guardian of Arabeth. Now she must face something worse than middle school bullies. A dark force that can destroy not only Arabeth, but her hometown as well. #sffpit #mg #fa",age
"- threating disease. But it isn't. He was probably one of the bullies in school who made fun of a kid with severe autism. I pity these types of people. Believe whatever you want to believe in Butch, but science beats religion and your belief is false. Autism cannot be cured, -",age
Wiley is like the school yard bully where everyone makes excuses for him and their inaction to deal. Ethnicity does not absolve you of racism/antisemitism.,age
you can still bully us I just cba with the accent and school shooting jokes smh,age
"Yes, well emboldened criminals don’t get better do they. If you don’t fight the school bully, expect to be picked on more.",age
thinking about all the mean christian girls who bullied me in high school who are now all married to men named like trevor and have weird looking babies,age
"I like those shirts that say “But First, Coffee!” And “On Cloud Wine!” because they help me identify the girls that bullied me in middle school and got pregnant in high school.",age
All those popular student council girls that bullied me back in high school now following me on twitter because I'm fucking hysterical,age
Hyunjae: “they used to bully me in schools and call me names like pretty boy ”,age
Command the rest receive. Divide up the uniform. Well it turns out the three new maids had known eachother. Back in high school two of them bullied the third. And it didn't seem like that dynamic had changed. When I returned the small timid girl agreed to wear every single piece,age
"Oh! Good news actually love. I told you their daughter is in high school now, yeah? Well the spoiled little shit turned out to be a terrible bully(very unfortunate for her victims...;-;) but a huge group of bullied girls came last week and TP'd their entire front lawn!",age
"indeed! They r emotionally extreme. The sons or at least one of their sons r pampered & adored or completely bullied. Girls r insulted or overlooked. #MAGA r 3rd &amp; 4th generation of these people. They fought blacks 4 scraps, too proud to unite.",age
Christine crying about being bullied in high school because she was just tall and beautiful and all the boys liked her and that made the girls be mean to her and jealous of her. I just —- #SellingSunset,age
Hey dumb fuck celebs stop doing something for people for publicity on Facebook... Wtf happen to life u niggers are cowards.,ethnicity
"Fuck u bitch RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"@JoeBiden No Joe, YOU are the RACIST. They have so many video and audio clips of the RACIST shit you have spewed in your past, How can anyone see you as anything but a RACIST. You hate Black people just admit it. And you loves the women to touch. Just look at your own stuff!",ethnicity
when your truck looks dumb as fuck out trying to make it look worse. you ain't country. quit tryin nigger.,ethnicity
That nigger food in the cafe today was disgusting,ethnicity
Muthafuckas still EGO tripping!Fool fuck your damn ego and live life to the fullest!!! LOL at these dumb ass niggers with the bullshit!,ethnicity
"@iMADE_YouMOAN don't play dumb, I should fuck yo little white ass up you nigger. 3chainz.? Aw.",ethnicity
I WILL ONLY SAY IT ONCE! IF YOU DO NOT FEAR HAVE THE SUSPICION OF BEING CALLED A NIGGER! NIGGA! OR NEGRO AT ANY POINT IN YOUR LIFE YOU CANNOT USE THE N WORD. PERIOD. I am talking about non black people in specific!!!! White passing mixed kids are on THIN ICE.,ethnicity
@CJ_Jacobs oh look it's that dumb niggers ghost acct! Fuck you you dumb motherfucker!,ethnicity
"@Otoliver @Yo_PaTnA_dEm20 this bitch is dumb talk bout ""do not dew ""said not sayed"" nigger not nigga lol bitch fuck off",ethnicity
Try throwing ur dab in first then hitting it w the torch till it starts bubbling. I've switched becuase i hate accdmidently taking a hit one lol,ethnicity
This is not judgment. But how did no one know this. I remember being on early YouTube and seeing him doing black face and saying Nigger. I remember seeing compilation of Shane Dawson doing disgusting stuff. That’s why I was confused why he was YouTube’s darling.,ethnicity
"If you are of African decent, I don’t give a fuck if you change your name is Steve, have good credit, and discredit ALL black culture. YOU ARE STILL A NIGGER IN THIS COUNTRY. LIKE FUCKING CUT THE BULLSHIT. YOU LOOK DUMB AS HELL AND THEY STILL DONT GIVE A FUCK ABOUT YOU!",ethnicity
"FYI the phrase is ""out your RABID mind"" dumb fucks smh niggers these days *walks off*",ethnicity
"@AndersonYDG you hypocrite nigger, you're stupid and you saying that makes you look like the dumb piece of shit imbred fuck you are ppzpzpzp",ethnicity
Imma assume you hacked. “@TheWhiteEmoji: Fuck Michael Brown he was just a dumb ass nigger lol”,ethnicity
"fuck u u faggot ass nigger, im goin to go kill my self now.. better off dead than have some dumb fuck run my future. #fuckunobama",ethnicity
"@D_Paid: @Twin_Thing_Two: Y'all see this though right!? RT -------&gt; ""@tayyoung_: FUCK OBAMA, dumb ass nigger"""" bitch Fuck u""EAT A DICK !!",ethnicity
"@Shelly_Smyth BITCH , sound dumb af ! us NIGGERS will beat the fuck out of you !",ethnicity
"You a racist ass bitch and dat same dumb ass nigger still leading this country. So fuck youuu bih@tayyoung_: FUCK OBAMA, dumb ass nigger""",ethnicity
fuck em.... opioid this opioid that we woulda been a nigger junkie! too bad he’d have to die to realize that I’m sick of his smart dumb ass enlightening the rest of these self hating idiots who believe that bullshit,ethnicity
"Historians James McPherson & Barbara Fields discuss Racism, Slavery &amp; U.S. Colored Troops during Civil War: http://cs.pn/10aaJEB at 6pm ET",ethnicity
@RealCandaceO2 Yes Racism still exists But that doesn't mean everybody here is out to get u or hurt u! Take off ur Race colored Glasses and,ethnicity
@TFawls12 fuck you dumb nigger,ethnicity
"@myVeeJay56 @CharlesMBlow Get Da Fuck Outta Here You Dumb Ass Nigger Bitch! How bout when Nigger Bitches Stop Telling their Boys That""They",ethnicity
man fuck that im bout to unfollow that dumb ass niggER @itsGQ,ethnicity
"i hate how you niggers keep saying brown skin girl is only for dark skin people. shut up, please. hard r because y’all are acting ignorant as fuck. you all sound dumb.",ethnicity
"mannnn fuck these bitch ass niggers how ya'll doin im lil tunechii, imma nuisance, i go stupid, i go dumb like the three stooges.",ethnicity
boy this world is ful of surprises... left niggers for this shit... damn dt ws dumb as fuck...,ethnicity
Then we have Ngozi Onwurah’s Coffee Colored Children (1988) a moving experimental doc. that explores the painful memories the director &amp; her brother share from experiencing racism in the U.K. as children and how their white mother was unable to help them navigate those encounters,ethnicity
@ch4itea @fuck_sam_ i def dont want ur nasty ass nigger vagina like at all ur a dumb bitch gtfo,ethnicity
"You wear camo overalls with no shoes, fuck your sister, and eat raw deer meat... RT @Walken4GOP: Niggers are dumb.",ethnicity
"@supadupasai I live in Seattle born in MO We R progressive here but my hick dumb fuck relatives in MO still refer to parts as ""nigger town""",ethnicity
"Process of illumination, Nimrod, was a Hammite a so called African, it says you are of your father’s seed, not your mother, it says, hair as white as WOOL, some negro’s have white fathers, they are Not Negro, they are white men seed. We know of our enemies.",ethnicity
"Black ugly bitches are jealous of sexy white girls. Black bitches know black guys love sex with white girls more than sex with black ugly hoes. Dont be jealous niggers, sex with black hoes is disgusting. Feel like punching black hoes in their fat lip faces",ethnicity
A Novel about a Colored Lieutenant's Fervent Efforts to Withstand the Hostilities of Racism in the U.S. Army https://ift.tt/3c1lFkk,ethnicity
"@tayyoung_: FUCK OBAMA, dumb ass nigger You mad.? , cause aint nobody give a FUCK.! :D",ethnicity
Good luck. I’ve contacted TfL about a number of things over the past 2 years and not heard anything back. Emails go into a black hole,ethnicity
@asvp_piedrita your dumb ass fuck didn't that nigger fucked you in the ally ?,ethnicity
"I read a YouTube comment regarding Trayvon that pissed me the fuck off. Some dumb fuck wrote, ""Love seeing pics of that nigger dead.""",ethnicity
"FUCK YOU BITCH!! he got 4 more yrs, get used to it! RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"ok, girl, I got you First, wear one of the small pads first then when it comes blood won't come squirting everywhere and you should tell your mom to buy pads for you That's all have fun getting ur period.",ethnicity
"Fuck that nigger music and all types of dumb shit. After that the red necks was on all drunk shit trying to fight the ""diamond gang"" cus",ethnicity
@SLUM_DOGG u calling me a bootlip is like me calling u a whiteboy. Fuck your Nigger dumb! Mmm! more Reach doritos &amp; mt dew. 23 hours left!,ethnicity
no... bitch fuck dyke bitch fuck shit nigger pussy ass blue haired bitch fuck dumb ass nigger again fuck pussy ass,ethnicity
"I am giving out 1k free airtime to the First 10 people that buy airtime from ChipperApp (Download from Playstore or Apple store) if you don't have one, then reply with a screenshot of ur airtime purchase and you will get credited with free 1000 airtime #cashbackforairtime",ethnicity
"Still considering entrenchment of racism in public space in the U.S. as I write. This statement from A Pictorial History of the Negro in America, published 1956, spotlights the depths of the idiocy: ""Some coin-vending machines for soft drinks have ""white"" and ""colored"" slots.""",ethnicity
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” Stupid cunt Number One.",ethnicity
"BAN: lightatenear, Racial Slur, 64 Slot , f8ed2692cbebd4a8ccaa855703cb3382, 65.189.26.218:3659, ""MAN FUCK YOU YOU DUMB ASS NIGGER I JUST ...",ethnicity
http://t.co/VyZeWBzBuF,ethnicity
"Oh Naw!!! ""@LilPolo_BlowsOs: RT @tayyoung_: FUCK OBAMA, dumb ass nigger &gt; dumbass #cracker""",ethnicity
Three Black women trying to cover up and spin #Trump saying the word “nigger” is the most disgusting shit I’ve heard in a while. Those 3 really have the moral equivalent of dirt. #Omarosa is just trying to burn bridges for sport. She’s always been and will always be trash.,ethnicity
@MaKaylaRenee3 Shut The Fuck Up.. You Get No respect and fuck yo BFF and black friends if they let you say nigger too. You Look Dumb Af,ethnicity
@herneythegreat http://twitpic.com/hpovu - Its sad to see that they are racist against it and saying nigger... wow... DUMB FUCKS,ethnicity
ur the first one,ethnicity
Fuck a nigger with a nigger dat fucks with the dumb nights #broke#niggers#stay#broke,ethnicity
i wear white socks because there not nigger colored. #Racism #FuckStahlbaum,ethnicity
"Black dudes w perms, u r not the buisness and ur wlkn round lookn dumb as fuck. Who r u tryna kidd, we no u pure NIGGER!",ethnicity
it is definitely a lot of clout grabbing from non black people on here in the past couple days I’ve seen you guys qrt idiots and not tag anything and be equally stupid in ur awful bad take drags...like it does me no good for you to hate racists just as much as you black people.,ethnicity
You saying you like football is equivalent to acting dumb as fuck in class so as to not be the object of dumb nigger ridicule. Stop.,ethnicity
me : h- kiki: shut the FUCK up you dumb ugly nIGGER,ethnicity
my tweet wasn’t even abt the conflict in the first place it was abt KPOP ur the one here trying to argue politics w me when it wasn’t what i was here to talk abt . that’s why i don’t care abt arguing w u...,ethnicity
@EmmaHxlmes nigger u dumb as fuck thats not me kys!,ethnicity
@Savage_JayDee I was singing and she told me to shutup so I said Bitch u fuck yur cousins then she said stfu u dumb nigger,ethnicity
"If any of my white friends called me negro, ITS A PROBLEM SIS! #getyourlife",ethnicity
i thought paris hilton was a racist...there's apparently a tape of her calling black dudes disgusting niggers or something...,ethnicity
I swear ppl think im dumb the wanna play mind games nigger i fuck them up .,ethnicity
@TJECS206 @JManiz @hotcarl3129 @cmac247 You call people niggers but follow a team full of black people. Who's the dumb fuck?,ethnicity
Lol. Niggers. Dumb as fuck,ethnicity
"@StevieJohnson13 Nice drop you nigger, guess you didn't know they play two halves you dumb fuck",ethnicity
"Yes, apparently Hiwatari's father wants to reconstruct the Black Wings, but we still don't know why and how. And so far, the past arc doesn't seem to mean anything for the present... This series is mysterious. I wish we'll get answers soon.",ethnicity
I'm a nigger but i look and act Asian. Fuck is wrong with my dumb ass.,ethnicity
"SHE MAD AS SHIT LMAO #OBAMA RT ""@tayyoung_ FUCK OBAMA, dumb ass nigger""",ethnicity
PREACH even black MEN says this... but them females behave like they will fight whites for the past... like it has anything to do with them,ethnicity
TF? RT @Rihtard3d: @kylegotjokes @Poochda63 Black people are disgusting! Go do something about those niggers! We good over here.,ethnicity
"“@AntiDARKSKINNED: Don't start with that ""I'm brown"" bullshit. You are black, you are a nigger. You are filthy &amp; disgusting.” #killyourself",ethnicity
"@bluebunny27 @WhiteDawn1488 Yeah, I think so disgusting those movies where the nigger keeps repeating: ""are you enjoying this black cock?""..",ethnicity
"The fact that YTs are still calling others “nigger lover” is so disgusting. Drop some names and let black twitter take care of things. (Side Note: @HollywoodSzn is a friend of mine. He’s also pretty young so please forgive any mistypings, bc I advised him to share his story)",ethnicity
& the place we call home (U.S) they kill/racism for being colored,ethnicity
@DommiSanchez yeah neither are you so get the fuck outta my house dumb nigger,ethnicity
@squeekovic how the fuck am i dumb? 'Tot' nigger is thot,ethnicity
People think in fuck stupid nigger ant dumb at all,ethnicity
the transphobia that comes out of the black community is fucking disgusting. dumbass niggers,ethnicity
"i rmbr in HS once this kid was exposing something about racism in a book and he said ""colored people"" so i'm like ""do u live in the 1950s?""",ethnicity
@_gsxTah fuck you dumb nigger coon I know but you da sis,ethnicity
“Fuck you stupid dumb mutt ass bitch get your own money this ain’t the 80s” Ohhhh stfu!! You niggers still getting away with being half ass partners lol. STILL living whole double lives w secret families like the 80s. The least you can do is pay a bill and relax.,ethnicity
"@TheRebelTiger , @TheFantasyNinja , and I were at an arepa spot when I went to check on my order. While I was inside, a white person chatting with whom I assumed was his Black friend called me over. He had on Air Monarchs, but I saw a negro in distress so I went anyway. (5/?)",ethnicity
another slam ? I think so c; fuck you finest you aren't stopping shit you dumb nigger fraud @FinestSquad,ethnicity
There’s one thing that fuckin makes my blood boil is when country fucks call black people niggers like stfu you dumb cunt lovin tractor headass bitch .,ethnicity
"“@NickoleMariee: BITCH !!!! Do you wanna die???? “@tayyoung_: FUCK OBAMA, dumb ass nigger””she must doe..",ethnicity
"@tayyoung_: FUCK OBAMA, dumb ass nigger pic.twitter.com/tLnJZUeU",ethnicity
@TheHistoryBook @Angg66 Barrock is dumb as fuck... Fucking up the economy... That's why you don't let niggers in gov't,ethnicity
and u still a dumb nigger lol RT @suckyuhmuma: Smh still see say Shawn no find a Gyal yet still a listen rap n fuck goat,ethnicity
"Fuck, you dumb fucking niggers are funny.",ethnicity
"RT @YANNNAAS: cunt. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"So black coffee used his entire hand and nerve to type ""House Nigger"" what a disgusting human he is and a coward at that. If you're gonna call people House Niggers, do it with your damn chest.",ethnicity
#IntelligenceTVShow is awful + basically a commission of @GCHQ to sell a BS misinformation/lie that IT 'MIGHT BE #diverse #DiversityandInclusion #diversity' hahaha.... one will pay £1000 for each COLORED person #BAME u know or meet inside REAL #GCHQ! #racists #racism mistrust...,ethnicity
"RT @YAgurlcallMEbae: Say that to a black person tomorrow and get boxed dumb bitch ! RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"GO TO HELL ! “@WhitePowerr_: Don't start with that ""I'm brown"" bullshit. You are black, you are a nigger. You are filthy &amp;amp; disgusting.”",ethnicity
- You Put Yoo Trust Inn That Nigger Dumb Bitch ? That Fuck Ass Nigger Aint Shit Fuck Em,ethnicity
Loved every second spent playing games with you. Ur one of the first friends I made on twitch and I am very thankful I met you. I miss you and thanks again for greeting me!,ethnicity
first time im in someones carrd omg ILYSM MARIA HEHE &lt;333 URE ONE OF MY FAV MOOTS TOO N UR CARRD IS CUTESSS @yunhosprint,ethnicity
RT @OUT_DA_HOOD: How da fuck is @RacistTom picking up all these black followers? Yall some dumb ass NIGGERS!!!!! * @RacistTom voice*,ethnicity
"*Black ppl are disgusting niggers* ""nah ijs my moms side peice was black back in the day. I'm not racist or anti black""",ethnicity
"Indifferent to the Confederacy? “[The Confederacy’s] foundations are laid upon the great truth that the negro is not equal to the white man; that slavery, subordination to the superior race, is his natural and normal condition.” It’s called the Cornerstone Speech. Look it up.",ethnicity
"Or maybe it is because Joe Biden has made it painfully clear that he does not care for black America. Biden (like Trump) has a racist past, and has not done anything to make amends other than being the VP under the first Black president.",ethnicity
Get the fuck out of my country dumb nigger whore,ethnicity
"RT @SinCere_Jayde: Your upset huh?? Awwww cute! “@tayyoung_: FUCK OBAMA, dumb ass nigger” &gt; SO U MAD?",ethnicity
Yo last time I kid you not I had to put two people on check for using the word “Nigger”. They had the nerve to tell me why Should I care if I’m not “Black”. Let’s be honest nobody should be using the word “Nigger” that word just plain disgusting.,ethnicity
"Björk too if we're being fair but nobody tells me anything about it, now both of them have made important donations and contributions to this past month for BLM or black trans woman but neither had apologized (which they totally should) *btw both also quoted from a song *",ethnicity
"I hope you know the idea of so called “aborting a baby” came from a racist white woman which first Called it the “the negro project” before it was called “planned parenthood” simply made this to murder a baby and that’s what you do anytime u abort life, it’s murder",ethnicity
Fuck them bitches who are around me Im tough nigger now never miss with me I got my one love now And she has the only love which is me OMAR,ethnicity
"U getting treated what u deserve. U can't just ""expose"" someone as hypocrite for asking to fellow stans to hype their fav.And use brain next time to do ""expose"" someone wait a min u don't have one in first place to use.&amp; if u wanna expose expose ur own breed fist",ethnicity
"thank u eya and i’m also grateful that i met u here as well, i’m pretty sure ur one of the first ppl i interacted with here and i’m grateful for that ilytttt",ethnicity
@Mr_patriot1993 @MarkDice I'm sort but this is disgusting. You're okay with a white man calling black people niggers?,ethnicity
Agreed the problem is. It’s always “U go first” lol so I’ve taken all this time to do that. Now what? Decades past. Now what? I think black mothers above anything gotta start there.Cuz our black men are ur sons and they respect no black woman if not momma,ethnicity
"RT @tayyoung_: FUCK OBAMA, dumb ass nigger http://lockerz.com/s/259508591 http://lockerz.com/s/259508603",ethnicity
"Shut the fuck up. You lazy piece of shit. You're dumb, your girlfriend is dumb, and so will your unborn child be. #Nigger",ethnicity
@KINGHATTER1017 Lol So Its Okai 2 Say Nigger Cus your Spanish GTFO Its How You Say It You DUmb Duck N Look @Your Formspring Stupid Fuck!,ethnicity
Dumb ass kid drinking my goose like he's my fuckin friend........u kin git the fuck out my house 2 Lil nigger,ethnicity
"Yall mad because a HALF BLACK man won, so we can throw around ""nigger"" any ol type of way? DISGUSTING.",ethnicity
[1:58:36 AM] Armaj |: niggers are every race that isn't white u dumb fuck lmao,ethnicity
"Assignment for next week is racism and race.Baguslah, aku mmg racist dkat colored people. If u have skin color like mine fk off. Lol",ethnicity
"RT @Bila_Badazz: Worst question to ask a nigga .. "" What are we "" ðððððððð",ethnicity
"Me and cerebral were driving and some dude on a bike yells ""fuck u nigger"" cerebral almost ran this dumb ass over",ethnicity
can the first one be ur final carrd,ethnicity
SHUT THE FUCK UP BARRACK OBAMA YU DUMB NIGGER,ethnicity
"HAHA! QUAZAR YOU DUMB NIGGER. CALLING TRACKS ""CANADA"". SICK AS FUCK THOUGH! https://soundcloud.com/#quazarnahaisha/canada",ethnicity
@JAILOVESNIGGERS now fuck u i ain't gonna miss a dumb nigger like u,ethnicity
BLOCK ME THE FUCK BACK YOUR DUMB! Nigga comes from nigger which is affiliated with racism... https://twitter.com/ItsNazNotNas/status/688679625392668672,ethnicity
"According to WHO, close to 800,000 people die due to suicide every year, approximately one person every 40 seconds. Truly we can't handle situations the same but still it's never an Option. Think about ur love ones first. Will they be happy Or Will they feel like heroes?",ethnicity
Love ur vids man always one of the first to watch them ps:would like some gfuel,ethnicity
silence on deaf dumb and blind on recone mission gone bad niger on neeed to know basesgeneral to general fuck off private,ethnicity
Lol. You are the first one who said I have liberal thoughts on religion. I otherwise get labelled as an islamist jihadi. Thanks for calling me liberal but you committed ad hominem while replying to my tweet. Now STFU and keep ur lectures and ignorance ti urself.,ethnicity
"but things aren’t black and white like that, americans should actively stomp out nazi symbols considering the sacrifices made by Americans in the past. she didn’t go to take down anything besides the flag it appears.",ethnicity
"I was watching Da 5 bloods and I found it disgusting what they were saying to each other, “black monkey ass” “nigger” “coon” is it really ok for them to abuse their culture just because they’re black? #BLM #BlackLivesMatter",ethnicity
ok don't compare racism towards colored people to be the same as towards whites u fool,ethnicity
"Admit it, everyone has a little bit of racism in them. When u do laundry, I bet you all separate the colored from the whites? #dumbtweets",ethnicity
Yea cuz this makes sense RT @SashaeRose @TokyozFinest1 how do you drop out of pre-k? God can't even teach you dumb as fuck niggers!,ethnicity
@brittd1178 all the blacks who followed her after she said #nigger? Y'all some dumb fucks. Why follow? It's like going back into slavery.,ethnicity
"this dumb bytch wanna get fuckd up RT @tayyoung_: FUCK OBAMA, dumb ass nigger”",ethnicity
"white people stink is a trending topic?! lol thats foul as fuck. what if there was a ""niggers are dumb"" trending topic. yall'd be PISSED lol",ethnicity
"Dc Comics Eventually Got "" Some "" colored after many readers pointed out the racism , their "" heroes "" have their own cities because they constantly rebooting separate story arcs from other characters like i said , u really need to educate yourself about the history of it all",ethnicity
Because that’s how most humans act. It’s not that deep- people USUALLY really care when they are affected. Is she using her platform now? Has she said anything disparaging in the past about black women? Your question could apply to MANY black women in entertainment,ethnicity
